usage_id,customer_id,date,data_used_gb,calls_minutes,sms_sent,roaming,network_type
USG03000,CUS0230,2023-11-29,5.51,157,9,0,5G
USG03001,CUS0284,2023-04-14,20.08,475,33,0,4G
USG03002,CUS0497,2023-02-15,3.25,292,42,0,4G
USG03003,CUS0177,2023-12-28,56.17,4964,23,0,4G
USG03004,CUS0436,2023-11-01,1.3,50,4,0,4G
USG03005,CUS0056,2023-09-14,58.33,5010,35,0,4G
USG03006,CUS0260,2023-01-08,4.4,50,14,0,4G
USG03007,CUS0296,2023-08-08,5.73,216,6,0,4G
USG03008,CUS0086,2023-02-21,60.38,5019,9,0,3G
USG03009,CUS0175,2023-10-13,0.2,30,59,0,4G
USG03010,CUS0099,2023-04-01,7.32,153,43,0,5G
USG03011,CUS0374,2023-03-17,19.37,448,3,0,4G
USG03012,CUS0061,2023-03-09,2.27,46,46,0,4G
USG03013,CUS0186,2023-06-13,20.22,592,3,0,4G
USG03014,CUS0481,2023-08-08,60.0,5073,66,0,4G
USG03015,CUS0211,2023-07-16,59.36,4977,22,0,4G
USG03016,CUS0003,2023-07-18,18.89,548,50,0,4G
USG03017,CUS0410,2023-12-18,0.28,118,10,0,3G
USG03018,CUS0001,2023-07-30,7.3,232,52,0,4G
USG03019,CUS0285,2023-10-28,2.72,38,28,0,3G
USG03020,CUS0274,2023-04-06,58.59,4959,10,0,4G
USG03021,CUS0468,2023-08-02,8.27,80,16,1,5G
USG03022,CUS0460,2023-07-27,3.35,55,65,0,3G
USG03023,CUS0191,2023-04-24,3.81,58,53,0,4G
USG03024,CUS0255,2023-09-04,3.84,167,66,0,5G
USG03025,CUS0236,2023-11-21,2.85,81,85,0,4G
USG03026,CUS0109,2023-03-19,19.77,417,54,0,3G
USG03027,CUS0336,2023-06-05,1.1,184,39,1,4G
USG03028,CUS0047,2023-06-28,59.23,4957,22,0,4G
USG03029,CUS0307,2023-03-07,23.63,438,15,0,5G
USG03030,CUS0140,2023-12-30,0.38,10,66,1,3G
USG03031,CUS0189,2023-11-23,1.44,25,46,0,3G
USG03032,CUS0354,2023-05-03,2.61,54,25,0,4G
USG03033,CUS0318,2023-08-27,59.89,4996,23,0,3G
USG03034,CUS0416,2023-01-25,60.06,5081,6,0,4G
USG03035,CUS0183,2023-12-13,6.96,200,29,0,5G
USG03036,CUS0086,2023-09-11,60.12,5073,23,1,4G
USG03037,CUS0047,2023-10-27,61.39,5037,35,0,3G
USG03038,CUS0308,2023-03-03,1.22,85,61,0,5G
USG03039,CUS0402,2023-05-25,58.05,5067,18,0,3G
USG03040,CUS0064,2023-05-07,4.42,166,35,0,3G
USG03041,CUS0294,2023-10-27,1.49,163,22,0,5G
USG03042,CUS0488,2023-01-10,19.55,529,44,0,4G
USG03043,CUS0342,2023-08-26,18.36,524,33,0,4G
USG03044,CUS0166,2023-10-27,0.1,102,34,0,5G
USG03045,CUS0126,2023-11-28,60.89,4971,19,0,5G
USG03046,CUS0451,2023-09-12,1.13,49,60,0,4G
USG03047,CUS0405,2023-07-29,5.42,136,21,0,3G
USG03048,CUS0081,2023-11-23,2.24,96,45,0,3G
USG03049,CUS0261,2023-11-02,4.85,88,29,0,4G
USG03050,CUS0187,2023-08-24,17.92,460,56,0,4G
USG03051,CUS0433,2023-02-21,1.29,17,50,0,4G
USG03052,CUS0279,2023-03-06,0.04,22,14,0,4G
USG03053,CUS0294,2023-07-28,0.53,20,2,0,4G
USG03054,CUS0257,2023-03-20,61.56,5020,68,0,4G
USG03055,CUS0018,2023-02-15,1.75,31,51,0,3G
USG03056,CUS0354,2023-07-19,0.88,122,21,0,4G
USG03057,CUS0073,2023-02-10,56.53,4982,24,0,5G
USG03058,CUS0345,2023-12-18,2.94,36,36,0,4G
USG03059,CUS0106,2023-06-19,1.18,18,8,0,4G
USG03060,CUS0195,2023-07-22,0.42,33,32,0,4G
USG03061,CUS0485,2023-06-24,1.94,13,18,0,4G
USG03062,CUS0107,2023-08-31,57.75,5039,51,1,3G
USG03063,CUS0469,2023-06-11,3.6,152,60,0,4G
USG03064,CUS0236,2023-11-01,0.82,61,33,0,3G
USG03065,CUS0454,2023-12-31,18.83,480,38,0,4G
USG03066,CUS0431,2023-04-23,61.32,5145,29,0,4G
USG03067,CUS0308,2023-12-09,0.6,90,30,0,4G
USG03068,CUS0281,2023-07-29,6.36,157,23,0,4G
USG03069,CUS0396,2023-02-02,17.19,473,15,0,4G
USG03070,CUS0003,2023-08-22,17.2,609,29,0,4G
USG03071,CUS0296,2023-05-17,4.53,93,53,0,5G
USG03072,CUS0286,2023-08-03,58.88,5010,3,0,4G
USG03073,CUS0079,2023-08-27,2.2,76,2,1,3G
USG03074,CUS0299,2023-04-06,60.47,5051,14,1,4G
USG03075,CUS0278,2023-04-10,5.04,124,16,0,5G
USG03076,CUS0103,2023-04-09,17.25,475,25,0,4G
USG03077,CUS0469,2023-01-18,0.72,60,39,0,4G
USG03078,CUS0059,2023-03-01,0.72,14,39,0,5G
USG03079,CUS0500,2023-06-29,3.36,68,23,0,5G
USG03080,CUS0324,2023-02-02,22.16,371,42,0,5G
USG03081,CUS0229,2023-11-06,6.46,237,65,0,3G
USG03082,CUS0118,2023-09-26,1.87,5,41,0,3G
USG03083,CUS0206,2023-09-28,0.38,66,15,0,5G
USG03084,CUS0323,2023-09-11,2.79,39,23,0,4G
USG03085,CUS0473,2023-01-30,2.23,48,23,0,4G
USG03086,CUS0483,2023-10-23,58.61,4986,58,0,3G
USG03087,CUS0267,2023-05-17,16.92,427,10,0,4G
USG03088,CUS0215,2023-08-18,17.21,541,25,0,4G
USG03089,CUS0306,2023-11-07,2.13,110,13,0,4G
USG03090,CUS0394,2023-07-21,60.48,4983,48,0,4G
USG03091,CUS0260,2023-11-23,3.41,83,8,0,3G
USG03092,CUS0475,2023-01-28,5.37,145,28,0,4G
USG03093,CUS0146,2023-10-15,16.84,515,38,0,4G
USG03094,CUS0177,2023-08-19,60.64,4955,22,0,5G
USG03095,CUS0113,2023-11-25,3.8,108,41,0,5G
USG03096,CUS0484,2023-04-27,5.61,140,50,0,4G
USG03097,CUS0374,2023-02-24,16.92,501,2,0,3G
USG03098,CUS0114,2023-10-04,61.76,4989,45,0,4G
USG03099,CUS0225,2023-06-20,2.09,28,40,0,5G
USG03100,CUS0190,2023-06-15,57.25,4969,6,0,5G
USG03101,CUS0317,2023-02-21,19.89,535,57,1,4G
USG03102,CUS0058,2023-09-26,3.2,120,26,0,5G
USG03103,CUS0146,2023-06-11,15.18,477,70,0,3G
USG03104,CUS0036,2023-12-14,1.7,98,45,0,4G
USG03105,CUS0425,2023-01-16,19.17,482,8,0,4G
USG03106,CUS0015,2023-09-05,7.75,98,62,0,5G
USG03107,CUS0127,2023-11-04,19.12,540,30,0,3G
USG03108,CUS0011,2023-07-12,2.77,100,48,0,5G
USG03109,CUS0197,2023-07-09,3.63,81,59,0,4G
USG03110,CUS0237,2023-03-23,2.19,56,37,0,3G
USG03111,CUS0278,2023-09-26,9.84,213,39,0,3G
USG03112,CUS0272,2023-03-25,2.66,135,2,1,4G
USG03113,CUS0162,2023-12-09,18.57,420,49,1,5G
USG03114,CUS0257,2023-03-10,61.28,4969,38,0,4G
USG03115,CUS0109,2023-03-07,18.47,507,30,0,4G
USG03116,CUS0145,2023-12-15,61.47,5005,23,0,4G
USG03117,CUS0019,2023-01-08,1.38,8,54,0,4G
USG03118,CUS0325,2023-06-28,61.65,4881,24,0,3G
USG03119,CUS0404,2023-08-18,59.81,4997,40,0,4G
USG03120,CUS0006,2023-12-22,8.62,237,7,0,3G
USG03121,CUS0265,2023-02-08,61.76,4891,50,1,5G
USG03122,CUS0215,2023-03-07,18.91,454,21,0,4G
USG03123,CUS0287,2023-11-23,59.11,5071,19,0,4G
USG03124,CUS0327,2023-01-06,17.24,524,62,0,4G
USG03125,CUS0096,2023-09-27,4.91,167,16,0,4G
USG03126,CUS0008,2023-02-07,62.02,4933,37,0,5G
USG03127,CUS0108,2023-03-12,1.42,8,52,0,3G
USG03128,CUS0287,2023-10-03,63.67,5001,36,0,4G
USG03129,CUS0468,2023-09-27,6.42,219,46,0,5G
USG03130,CUS0133,2023-01-07,0.8,27,15,0,3G
USG03131,CUS0336,2023-11-02,5.52,152,62,0,3G
USG03132,CUS0408,2023-10-27,7.73,26,20,0,3G
USG03133,CUS0470,2023-10-09,4.22,127,3,0,4G
USG03134,CUS0245,2023-08-17,1.62,152,16,0,4G
USG03135,CUS0166,2023-05-06,0.16,36,10,0,4G
USG03136,CUS0338,2023-08-14,3.9,71,34,0,4G
USG03137,CUS0137,2023-11-02,0.52,122,23,0,5G
USG03138,CUS0059,2023-04-24,0.93,20,4,0,3G
USG03139,CUS0378,2023-01-28,58.9,5134,14,0,5G
USG03140,CUS0079,2023-08-06,0.07,61,36,0,4G
USG03141,CUS0034,2023-11-10,60.82,5014,2,0,4G
USG03142,CUS0231,2023-10-18,0.3,98,43,0,3G
USG03143,CUS0457,2023-02-09,2.61,108,0,0,5G
USG03144,CUS0215,2023-08-21,14.05,504,10,0,4G
USG03145,CUS0092,2023-10-12,57.68,4950,0,0,5G
USG03146,CUS0477,2023-11-05,56.4,5019,35,0,4G
USG03147,CUS0067,2023-12-02,2.07,47,31,1,5G
USG03148,CUS0226,2023-07-13,1.43,11,31,0,4G
USG03149,CUS0450,2023-04-10,17.63,366,36,0,4G
USG03150,CUS0273,2023-07-11,3.93,118,25,0,5G
USG03151,CUS0205,2023-12-15,6.66,161,63,1,4G
USG03152,CUS0323,2023-09-24,5.04,14,14,0,4G
USG03153,CUS0475,2023-12-03,5.08,114,59,0,4G
USG03154,CUS0019,2023-09-22,3.16,36,2,0,4G
USG03155,CUS0251,2023-01-05,0.47,96,8,0,4G
USG03156,CUS0278,2023-09-18,7.55,246,33,0,4G
USG03157,CUS0386,2023-02-02,2.95,16,36,0,4G
USG03158,CUS0116,2023-04-29,17.46,565,36,0,3G
USG03159,CUS0271,2023-03-21,7.29,202,50,0,4G
USG03160,CUS0433,2023-04-26,1.27,46,15,0,4G
USG03161,CUS0223,2023-03-28,59.24,4999,41,0,4G
USG03162,CUS0101,2023-02-25,0.56,16,55,0,4G
USG03163,CUS0456,2023-05-26,60.91,4875,37,0,5G
USG03164,CUS0095,2023-05-18,59.12,5038,45,0,3G
USG03165,CUS0238,2023-01-05,3.89,9,47,0,4G
USG03166,CUS0278,2023-04-25,5.68,110,0,0,4G
USG03167,CUS0069,2023-11-09,60.56,5085,26,0,5G
USG03168,CUS0080,2023-07-04,8.1,155,46,0,4G
USG03169,CUS0350,2023-02-22,1.51,92,10,1,4G
USG03170,CUS0163,2023-01-04,2.06,140,51,0,5G
USG03171,CUS0409,2023-03-23,58.98,4890,34,0,4G
USG03172,CUS0245,2023-01-29,0.38,53,49,0,4G
USG03173,CUS0160,2023-11-21,55.61,4984,27,0,4G
USG03174,CUS0482,2023-04-15,19.47,525,63,0,4G
USG03175,CUS0281,2023-07-11,6.9,192,9,0,5G
USG03176,CUS0386,2023-03-02,0.63,12,29,1,4G
USG03177,CUS0060,2023-06-17,20.08,429,20,0,5G
USG03178,CUS0095,2023-08-18,63.62,4990,22,0,3G
USG03179,CUS0249,2023-12-31,8.84,198,34,0,4G
USG03180,CUS0302,2023-06-11,1.27,75,12,0,4G
USG03181,CUS0347,2023-01-08,6.3,273,42,0,3G
USG03182,CUS0137,2023-02-20,2.5,181,35,1,5G
USG03183,CUS0315,2023-11-30,63.33,5022,27,0,4G
USG03184,CUS0165,2023-04-03,1.52,51,4,0,4G
USG03185,CUS0234,2023-01-27,4.79,64,74,0,4G
USG03186,CUS0074,2023-11-02,16.69,482,6,0,4G
USG03187,CUS0431,2023-12-13,59.81,5041,72,0,4G
USG03188,CUS0345,2023-03-16,1.05,44,50,0,4G
USG03189,CUS0285,2023-12-27,2.95,25,22,0,3G
USG03190,CUS0047,2023-03-26,58.82,5074,20,0,4G
USG03191,CUS0274,2023-06-03,59.47,5072,19,0,4G
USG03192,CUS0463,2023-06-22,20.17,419,18,0,4G
USG03193,CUS0274,2023-08-29,62.84,5038,13,1,3G
USG03194,CUS0494,2023-08-16,57.8,4905,37,0,4G
USG03195,CUS0213,2023-02-08,0.2,50,29,0,3G
USG03196,CUS0322,2023-02-14,11.59,226,0,0,3G
USG03197,CUS0153,2023-09-19,6.6,79,35,1,3G
USG03198,CUS0060,2023-06-18,17.52,516,24,0,3G
USG03199,CUS0464,2023-10-03,1.94,188,5,0,5G
USG03200,CUS0267,2023-06-12,16.24,458,34,0,5G
USG03201,CUS0409,2023-10-20,57.65,4991,32,1,4G
USG03202,CUS0077,2023-10-09,9.89,112,35,0,4G
USG03203,CUS0065,2023-10-25,3.18,51,34,0,4G
USG03204,CUS0002,2023-03-20,8.01,113,26,0,4G
USG03205,CUS0354,2023-10-10,1.31,80,41,0,4G
USG03206,CUS0172,2023-03-24,19.07,572,32,0,4G
USG03207,CUS0030,2023-05-16,16.91,435,4,0,3G
USG03208,CUS0451,2023-02-01,2.58,3,14,0,3G
USG03209,CUS0298,2023-06-22,63.03,4922,47,0,4G
USG03210,CUS0009,2023-12-03,58.05,4969,20,0,5G
USG03211,CUS0104,2023-12-22,18.8,479,48,0,4G
USG03212,CUS0106,2023-05-06,0.59,142,22,0,3G
USG03213,CUS0323,2023-04-02,1.8,2,11,0,4G
USG03214,CUS0033,2023-10-09,1.19,51,53,0,4G
USG03215,CUS0278,2023-07-24,4.19,119,51,0,4G
USG03216,CUS0074,2023-12-20,13.75,627,12,0,3G
USG03217,CUS0102,2023-03-04,56.13,5090,25,0,4G
USG03218,CUS0008,2023-06-08,56.41,5037,62,0,4G
USG03219,CUS0408,2023-08-10,9.27,186,10,0,5G
USG03220,CUS0259,2023-12-31,0.73,110,39,0,3G
USG03221,CUS0078,2023-01-28,5.42,238,4,0,4G
USG03222,CUS0208,2023-08-25,63.33,4933,19,0,4G
USG03223,CUS0091,2023-12-24,1.63,109,54,1,4G
USG03224,CUS0452,2023-03-09,1.36,3,15,0,4G
USG03225,CUS0323,2023-12-08,1.53,11,7,0,5G
USG03226,CUS0151,2023-03-18,21.1,544,30,1,4G
USG03227,CUS0067,2023-03-22,2.51,16,1,0,3G
USG03228,CUS0076,2023-01-07,1.99,98,28,0,4G
USG03229,CUS0189,2023-12-04,0.45,30,33,0,5G
USG03230,CUS0379,2023-04-27,1.12,115,56,0,5G
USG03231,CUS0138,2023-08-25,0.56,174,49,0,3G
USG03232,CUS0369,2023-08-30,21.19,491,51,0,4G
USG03233,CUS0450,2023-09-08,14.83,575,15,0,4G
USG03234,CUS0453,2023-03-31,6.94,111,30,0,4G
USG03235,CUS0053,2023-04-19,60.23,4921,33,0,4G
USG03236,CUS0277,2023-02-05,2.68,38,54,0,4G
USG03237,CUS0113,2023-06-24,10.82,160,59,0,4G
USG03238,CUS0356,2023-07-12,18.49,432,47,0,4G
USG03239,CUS0248,2023-04-27,1.78,35,77,0,4G
USG03240,CUS0312,2023-03-16,4.66,83,23,0,5G
USG03241,CUS0166,2023-10-25,1.6,85,18,0,3G
USG03242,CUS0282,2023-09-29,16.8,540,29,0,4G
USG03243,CUS0416,2023-02-16,62.2,4951,59,0,3G
USG03244,CUS0414,2023-11-13,1.26,29,2,0,4G
USG03245,CUS0219,2023-04-27,5.43,146,54,0,4G
USG03246,CUS0155,2023-09-08,18.44,440,2,0,4G
USG03247,CUS0166,2023-03-16,2.51,39,66,0,5G
USG03248,CUS0189,2023-01-12,1.21,0,13,0,4G
USG03249,CUS0444,2023-06-04,20.94,493,34,0,3G
USG03250,CUS0328,2023-02-28,2.27,71,9,0,4G
USG03251,CUS0285,2023-08-06,2.82,47,27,0,3G
USG03252,CUS0388,2023-05-31,57.5,5175,6,0,4G
USG03253,CUS0336,2023-07-23,4.21,168,36,1,5G
USG03254,CUS0118,2023-06-18,1.22,14,62,0,3G
USG03255,CUS0331,2023-01-10,58.37,4886,8,0,4G
USG03256,CUS0480,2023-12-31,17.72,505,71,0,4G
USG03257,CUS0029,2023-04-18,5.86,122,19,0,5G
USG03258,CUS0092,2023-09-29,58.33,5045,5,0,4G
USG03259,CUS0484,2023-08-29,8.88,92,16,0,3G
USG03260,CUS0137,2023-04-14,1.93,40,33,0,5G
USG03261,CUS0217,2023-11-29,0.59,114,45,0,4G
USG03262,CUS0318,2023-02-11,55.01,5023,9,0,4G
USG03263,CUS0066,2023-10-02,4.01,98,71,0,4G
USG03264,CUS0240,2023-04-10,17.13,501,48,0,5G
USG03265,CUS0447,2023-10-27,21.81,476,33,0,4G
USG03266,CUS0179,2023-12-13,1.16,35,25,0,4G
USG03267,CUS0204,2023-10-25,3.67,118,13,0,4G
USG03268,CUS0365,2023-03-13,1.45,3,28,1,4G
USG03269,CUS0266,2023-05-13,0.41,35,48,0,5G
USG03270,CUS0155,2023-03-24,19.53,439,7,0,4G
USG03271,CUS0287,2023-11-22,65.23,4987,66,0,3G
USG03272,CUS0382,2023-06-06,59.9,5109,39,0,3G
USG03273,CUS0299,2023-05-11,59.86,4964,26,0,5G
USG03274,CUS0321,2023-04-18,16.13,518,29,0,4G
USG03275,CUS0422,2023-02-25,2.9,93,7,0,4G
USG03276,CUS0055,2023-06-01,60.64,5002,52,0,4G
USG03277,CUS0220,2023-09-05,21.39,475,13,0,4G
USG03278,CUS0010,2023-02-26,1.71,56,9,1,4G
USG03279,CUS0408,2023-11-11,6.84,135,43,0,4G
USG03280,CUS0186,2023-03-25,15.4,516,25,0,4G
USG03281,CUS0127,2023-11-17,17.54,559,17,0,4G
USG03282,CUS0378,2023-02-19,59.15,5045,1,0,5G
USG03283,CUS0367,2023-01-22,1.99,15,17,0,5G
USG03284,CUS0150,2023-08-26,3.47,129,31,0,4G
USG03285,CUS0285,2023-06-12,0.34,51,35,0,4G
USG03286,CUS0120,2023-09-25,9.06,54,28,0,5G
USG03287,CUS0204,2023-04-07,9.13,196,25,0,4G
USG03288,CUS0369,2023-09-17,22.14,417,39,0,4G
USG03289,CUS0373,2023-05-28,8.07,63,18,1,4G
USG03290,CUS0096,2023-12-27,5.04,318,27,0,4G
USG03291,CUS0468,2023-02-07,5.68,112,82,0,4G
USG03292,CUS0028,2023-03-13,64.06,4943,13,0,4G
USG03293,CUS0373,2023-02-25,7.16,160,37,0,4G
USG03294,CUS0321,2023-01-09,16.44,386,32,0,5G
USG03295,CUS0375,2023-12-05,57.99,5159,33,0,4G
USG03296,CUS0256,2023-03-18,2.34,85,17,1,3G
USG03297,CUS0027,2023-06-14,1.02,38,30,0,4G
USG03298,CUS0418,2023-11-08,60.99,5001,27,0,4G
USG03299,CUS0074,2023-12-30,19.19,451,49,0,4G
USG03300,CUS0391,2023-04-11,60.18,4998,39,0,5G
USG03301,CUS0137,2023-08-19,0.47,63,22,0,4G
USG03302,CUS0391,2023-10-09,61.16,5055,13,0,3G
USG03303,CUS0300,2023-07-17,0.29,19,67,0,4G
USG03304,CUS0153,2023-10-07,4.42,145,25,0,4G
USG03305,CUS0471,2023-12-28,58.12,5034,24,0,3G
USG03306,CUS0298,2023-11-02,62.18,4943,37,0,4G
USG03307,CUS0033,2023-12-24,5.18,86,30,0,3G
USG03308,CUS0243,2023-03-13,19.91,426,40,0,4G
USG03309,CUS0350,2023-01-31,2.6,93,41,0,5G
USG03310,CUS0036,2023-05-25,2.12,5,19,0,5G
USG03311,CUS0373,2023-05-26,3.93,181,6,0,4G
USG03312,CUS0414,2023-04-16,0.4,20,34,0,4G
USG03313,CUS0211,2023-09-15,64.58,4967,52,0,5G
USG03314,CUS0303,2023-05-17,20.86,431,26,0,4G
USG03315,CUS0077,2023-10-26,6.52,99,21,0,4G
USG03316,CUS0054,2023-10-23,59.56,5009,19,0,3G
USG03317,CUS0493,2023-10-11,8.33,184,28,0,4G
USG03318,CUS0013,2023-10-27,1.23,73,0,0,3G
USG03319,CUS0294,2023-09-16,0.91,72,60,0,4G
USG03320,CUS0111,2023-09-09,17.03,430,11,0,4G
USG03321,CUS0102,2023-09-12,60.42,4920,12,0,3G
USG03322,CUS0227,2023-03-23,61.34,5073,32,0,4G
USG03323,CUS0154,2023-11-12,17.94,480,41,0,4G
USG03324,CUS0189,2023-11-22,5.28,42,33,0,5G
USG03325,CUS0055,2023-08-30,59.31,4977,38,0,3G
USG03326,CUS0397,2023-01-23,0.82,97,13,0,4G
USG03327,CUS0300,2023-04-25,1.39,84,9,0,4G
USG03328,CUS0155,2023-04-03,20.0,523,35,0,5G
USG03329,CUS0350,2023-12-21,4.42,86,12,0,3G
USG03330,CUS0032,2023-10-29,3.08,128,22,0,3G
USG03331,CUS0171,2023-07-15,5.5,134,20,0,4G
USG03332,CUS0240,2023-11-16,16.39,545,51,0,4G
USG03333,CUS0239,2023-09-03,3.38,141,23,0,4G
USG03334,CUS0436,2023-03-31,2.07,94,38,0,4G
USG03335,CUS0153,2023-06-30,8.36,206,43,0,4G
USG03336,CUS0269,2023-07-24,2.86,125,19,0,4G
USG03337,CUS0068,2023-07-27,1.58,82,49,0,3G
USG03338,CUS0440,2023-08-18,21.32,496,7,0,3G
USG03339,CUS0347,2023-07-17,6.83,237,18,0,4G
USG03340,CUS0071,2023-10-22,59.77,4967,0,0,5G
USG03341,CUS0187,2023-01-27,20.45,475,62,0,4G
USG03342,CUS0220,2023-11-29,17.23,396,11,0,4G
USG03343,CUS0244,2023-08-29,4.1,108,25,0,5G
USG03344,CUS0098,2023-11-02,59.28,5098,14,0,5G
USG03345,CUS0220,2023-02-28,15.98,506,44,0,4G
USG03346,CUS0258,2023-12-22,18.22,498,40,1,4G
USG03347,CUS0251,2023-06-06,1.42,42,37,0,3G
USG03348,CUS0068,2023-04-20,2.29,30,14,0,5G
USG03349,CUS0100,2023-02-17,18.51,487,54,0,3G
USG03350,CUS0098,2023-12-02,61.08,5017,14,0,5G
USG03351,CUS0485,2023-10-10,1.69,98,47,0,4G
USG03352,CUS0197,2023-06-07,7.67,161,43,0,4G
USG03353,CUS0350,2023-11-04,0.99,30,12,0,4G
USG03354,CUS0138,2023-10-22,2.95,94,61,0,4G
USG03355,CUS0314,2023-09-19,15.93,446,38,0,4G
USG03356,CUS0401,2023-07-21,0.63,9,42,1,4G
USG03357,CUS0233,2023-11-11,0.6,4,51,0,5G
USG03358,CUS0495,2023-01-04,0.37,53,25,0,4G
USG03359,CUS0361,2023-07-25,59.98,4957,50,0,3G
USG03360,CUS0154,2023-01-27,18.55,541,47,0,4G
USG03361,CUS0024,2023-09-02,59.49,4987,32,0,5G
USG03362,CUS0497,2023-03-14,5.3,236,13,0,4G
USG03363,CUS0298,2023-06-30,57.43,5034,26,0,5G
USG03364,CUS0073,2023-03-02,57.29,5045,46,0,4G
USG03365,CUS0018,2023-10-04,0.22,6,46,1,4G
USG03366,CUS0332,2023-04-27,3.31,109,25,0,3G
USG03367,CUS0263,2023-04-04,19.82,602,46,1,4G
USG03368,CUS0050,2023-02-06,2.1,102,41,0,4G
USG03369,CUS0344,2023-05-04,2.02,87,51,0,4G
USG03370,CUS0439,2023-09-08,6.83,196,24,0,4G
USG03371,CUS0308,2023-07-06,0.63,50,49,1,4G
USG03372,CUS0352,2023-04-05,2.7,5,40,0,3G
USG03373,CUS0461,2023-04-24,0.44,96,69,0,4G
USG03374,CUS0132,2023-11-22,1.06,7,22,0,4G
USG03375,CUS0471,2023-12-10,60.66,4979,44,0,3G
USG03376,CUS0426,2023-07-14,2.46,235,28,0,5G
USG03377,CUS0007,2023-05-19,1.85,139,50,0,3G
USG03378,CUS0308,2023-08-20,2.79,48,48,0,4G
USG03379,CUS0300,2023-11-12,0.09,21,46,0,4G
USG03380,CUS0331,2023-05-12,59.8,5024,14,0,3G
USG03381,CUS0470,2023-11-18,0.94,49,35,0,4G
USG03382,CUS0326,2023-03-16,62.03,4905,14,1,4G
USG03383,CUS0298,2023-04-08,58.54,5006,15,0,3G
USG03384,CUS0149,2023-12-22,6.13,214,32,0,4G
USG03385,CUS0322,2023-03-28,8.38,148,5,0,5G
USG03386,CUS0278,2023-02-26,5.91,167,17,0,4G
USG03387,CUS0227,2023-06-27,59.7,5073,39,0,4G
USG03388,CUS0147,2023-01-29,1.53,44,42,1,4G
USG03389,CUS0194,2023-08-05,61.14,4928,25,0,3G
USG03390,CUS0453,2023-12-05,6.14,207,45,0,3G
USG03391,CUS0169,2023-04-10,22.59,459,5,0,5G
USG03392,CUS0236,2023-01-25,1.6,119,7,0,4G
USG03393,CUS0221,2023-02-16,57.92,5013,30,0,3G
USG03394,CUS0188,2023-06-01,20.54,471,81,1,5G
USG03395,CUS0035,2023-11-02,3.55,113,4,0,5G
USG03396,CUS0086,2023-04-30,60.94,5108,25,0,4G
USG03397,CUS0293,2023-05-01,63.55,5047,54,0,3G
USG03398,CUS0131,2023-05-01,6.88,211,4,0,3G
USG03399,CUS0396,2023-01-21,17.74,473,31,0,4G
USG03400,CUS0327,2023-05-17,17.19,426,38,0,4G
USG03401,CUS0459,2023-05-11,1.23,29,48,0,4G
USG03402,CUS0408,2023-04-08,5.28,205,45,0,4G
USG03403,CUS0433,2023-08-30,1.15,79,24,0,3G
USG03404,CUS0121,2023-03-13,2.5,36,56,1,3G
USG03405,CUS0069,2023-03-29,60.95,4842,11,0,4G
USG03406,CUS0395,2023-06-01,15.49,483,43,0,3G
USG03407,CUS0124,2023-11-20,1.94,43,12,0,4G
USG03408,CUS0305,2023-12-30,17.99,482,46,0,4G
USG03409,CUS0250,2023-03-14,2.9,74,57,0,4G
USG03410,CUS0095,2023-11-28,60.69,5041,20,0,4G
USG03411,CUS0150,2023-01-16,1.39,131,7,0,4G
USG03412,CUS0410,2023-01-18,1.89,2,52,0,4G
USG03413,CUS0031,2023-06-26,6.11,105,41,0,3G
USG03414,CUS0290,2023-12-19,0.48,29,3,0,5G
USG03415,CUS0291,2023-02-03,3.1,56,18,0,3G
USG03416,CUS0381,2023-11-29,61.4,5119,46,0,4G
USG03417,CUS0155,2023-01-31,15.61,515,18,0,3G
USG03418,CUS0379,2023-09-19,1.22,83,23,0,4G
USG03419,CUS0028,2023-07-25,61.14,5008,39,0,5G
USG03420,CUS0030,2023-01-13,19.7,497,52,0,5G
USG03421,CUS0375,2023-07-12,62.59,4948,27,0,4G
USG03422,CUS0446,2023-11-21,0.56,84,12,0,3G
USG03423,CUS0166,2023-10-08,3.15,65,31,0,4G
USG03424,CUS0104,2023-01-09,18.45,558,6,0,5G
USG03425,CUS0408,2023-09-07,8.98,116,22,0,4G
USG03426,CUS0153,2023-07-29,3.96,169,13,0,4G
USG03427,CUS0380,2023-02-17,5.84,96,52,0,4G
USG03428,CUS0453,2023-09-22,8.58,104,3,0,5G
USG03429,CUS0377,2023-11-09,1.98,75,3,0,4G
USG03430,CUS0246,2023-12-11,0.0,53,58,0,5G
USG03431,CUS0359,2023-04-01,0.68,12,43,0,3G
USG03432,CUS0271,2023-09-14,2.6,84,48,0,4G
USG03433,CUS0352,2023-11-26,3.95,92,37,0,4G
USG03434,CUS0452,2023-03-06,1.2,45,64,1,3G
USG03435,CUS0305,2023-10-01,16.02,575,28,0,4G
USG03436,CUS0369,2023-09-22,14.9,532,14,0,4G
USG03437,CUS0465,2023-02-11,1.39,51,75,0,4G
USG03438,CUS0447,2023-04-09,16.82,382,38,0,5G
USG03439,CUS0252,2023-12-23,19.28,485,15,0,4G
USG03440,CUS0159,2023-06-24,2.78,101,21,0,3G
USG03441,CUS0407,2023-05-18,3.46,63,28,0,4G
USG03442,CUS0341,2023-04-17,3.62,110,43,0,5G
USG03443,CUS0077,2023-05-22,8.49,218,28,0,4G
USG03444,CUS0236,2023-04-08,1.5,9,14,0,4G
USG03445,CUS0168,2023-01-08,0.11,87,53,0,4G
USG03446,CUS0098,2023-07-31,60.71,5033,11,0,4G
