bill_id,customer_id,bill_date,base_fee,overuse_charges,total_amount,paid,days_to_pay
BIL01206,CUS0445,2023-11-19,199,51.75,250.75,1,24.0
BIL01207,CUS0125,2023-07-03,499,17.78,516.78,1,21.0
BIL01208,CUS0133,2023-03-28,0,25.38,25.38,1,25.0
BIL01209,CUS0042,2023-08-30,50,10.69,60.69,1,3.0
BIL01210,CUS0181,2023-03-21,799,53.71,852.71,1,22.0
BIL01211,CUS0266,2023-10-01,50,51.95,101.95,1,1.0
BIL01212,CUS0333,2023-01-11,0,1.62,1.62,1,4.0
BIL01213,CUS0367,2023-02-03,0,17.73,17.73,1,20.0
BIL01214,CUS0063,2023-11-21,0,34.94,34.94,1,2.0
BIL01215,CUS0472,2023-09-01,499,45.12,544.12,1,2.0
BIL01216,CUS0047,2023-12-16,799,80.17,879.17,1,8.0
BIL01217,CUS0192,2023-12-12,50,75.66,125.66,0,
BIL01218,CUS0283,2023-07-24,0,88.78,88.78,1,24.0
BIL01219,CUS0482,2023-08-09,499,35.16,534.16,1,20.0
BIL01220,CUS0063,2023-03-27,0,0.75,0.75,0,
BIL01221,CUS0366,2023-03-02,499,5.21,504.21,1,12.0
BIL01222,CUS0014,2023-08-01,199,23.84,222.84,1,27.0
BIL01223,CUS0499,2023-06-19,499,4.67,503.67,1,29.0
BIL01224,CUS0319,2023-11-10,0,21.34,21.34,0,
BIL01225,CUS0043,2023-11-16,50,40.86,90.86,1,14.0
BIL01226,CUS0459,2023-11-24,0,57.91,57.91,1,23.0
BIL01227,CUS0483,2023-04-26,799,5.01,804.01,1,23.0
BIL01228,CUS0145,2023-03-01,799,23.41,822.41,1,6.0
BIL01229,CUS0052,2023-10-09,0,15.26,15.26,1,23.0
BIL01230,CUS0337,2023-09-24,499,57.41,556.41,1,23.0
BIL01231,CUS0321,2023-10-21,499,76.82,575.82,0,
BIL01232,CUS0244,2023-11-01,199,30.83,229.83,1,2.0
BIL01233,CUS0203,2023-12-30,499,19.36,518.36,1,16.0
BIL01234,CUS0274,2023-04-01,799,31.43,830.43,1,29.0
BIL01235,CUS0033,2023-08-07,0,52.34,52.34,1,9.0
BIL01236,CUS0075,2023-08-14,50,4.42,54.42,0,
BIL01237,CUS0384,2023-07-06,0,18.88,18.88,1,13.0
BIL01238,CUS0384,2023-03-13,0,95.17,95.17,0,
BIL01239,CUS0407,2023-12-26,50,47.65,97.65,1,23.0
BIL01240,CUS0274,2023-10-10,799,58.08,857.08,1,22.0
BIL01241,CUS0027,2023-08-20,0,105.54,105.54,1,21.0
BIL01242,CUS0284,2023-07-03,499,70.7,569.7,0,
BIL01243,CUS0314,2023-12-17,499,27.52,526.52,0,
BIL01244,CUS0275,2023-06-17,50,23.92,73.92,1,22.0
BIL01245,CUS0077,2023-07-15,199,88.09,287.09,0,
BIL01246,CUS0283,2023-01-28,0,44.51,44.51,1,8.0
BIL01247,CUS0404,2023-02-07,799,9.89,808.89,1,14.0
BIL01248,CUS0190,2023-11-01,799,30.47,829.47,1,2.0
BIL01249,CUS0046,2023-01-07,199,68.56,267.56,1,24.0
BIL01250,CUS0222,2023-02-13,499,81.96,580.96,1,19.0
BIL01251,CUS0444,2023-01-28,499,99.35,598.35,1,12.0
BIL01252,CUS0377,2023-02-24,0,14.68,14.68,1,15.0
BIL01253,CUS0464,2023-02-26,199,23.54,222.54,1,22.0
BIL01254,CUS0065,2023-12-17,50,95.49,145.49,1,30.0
BIL01255,CUS0286,2023-03-15,799,22.99,821.99,0,
BIL01256,CUS0165,2023-06-03,0,63.09,63.09,1,4.0
BIL01257,CUS0008,2023-11-27,799,14.42,813.42,1,11.0
BIL01258,CUS0265,2023-11-24,799,67.99,866.99,1,27.0
BIL01259,CUS0463,2023-12-25,499,43.21,542.21,1,15.0
BIL01260,CUS0121,2023-02-06,50,61.22,111.22,1,5.0
BIL01261,CUS0385,2023-10-14,199,22.76,221.76,0,
BIL01262,CUS0176,2023-05-23,799,35.43,834.43,0,
BIL01263,CUS0419,2023-01-20,199,50.28,249.28,1,8.0
BIL01264,CUS0147,2023-12-25,0,31.87,31.87,1,7.0
BIL01265,CUS0449,2023-07-18,799,3.87,802.87,1,12.0
BIL01266,CUS0429,2023-05-15,499,30.1,529.1,1,15.0
BIL01267,CUS0170,2023-08-22,0,56.67,56.67,1,9.0
BIL01268,CUS0394,2023-11-28,799,111.34,910.34,1,2.0
BIL01269,CUS0111,2023-09-26,499,59.25,558.25,1,5.0
BIL01270,CUS0488,2023-04-08,499,7.77,506.77,0,
BIL01271,CUS0163,2023-07-26,0,40.66,40.66,1,6.0
BIL01272,CUS0313,2023-11-25,499,22.14,521.14,1,29.0
BIL01273,CUS0258,2023-01-29,499,82.83,581.83,1,5.0
BIL01274,CUS0429,2023-05-25,499,11.82,510.82,1,10.0
BIL01275,CUS0168,2023-06-27,0,30.54,30.54,1,26.0
BIL01276,CUS0312,2023-04-06,199,14.38,213.38,1,28.0
BIL01277,CUS0015,2023-03-14,199,29.33,228.33,1,20.0
BIL01278,CUS0227,2023-09-10,799,2.43,801.43,1,30.0
BIL01279,CUS0417,2023-12-22,0,14.77,14.77,1,6.0
BIL01280,CUS0253,2023-05-01,799,41.36,840.36,1,13.0
BIL01281,CUS0152,2023-07-16,199,32.1,231.1,1,9.0
BIL01282,CUS0060,2023-12-04,499,96.26,595.26,1,13.0
BIL01283,CUS0009,2023-02-05,799,8.81,807.81,1,27.0
BIL01284,CUS0414,2023-02-06,0,73.76,73.76,1,22.0
BIL01285,CUS0225,2023-02-13,0,7.26,7.26,1,21.0
BIL01286,CUS0496,2023-09-25,199,21.15,220.15,1,3.0
BIL01287,CUS0088,2023-04-20,0,45.09,45.09,1,28.0
BIL01288,CUS0090,2023-05-12,499,63.2,562.2,1,1.0
BIL01289,CUS0301,2023-08-07,499,7.98,506.98,1,27.0
BIL01290,CUS0323,2023-10-21,50,41.35,91.35,1,18.0
BIL01291,CUS0130,2023-02-03,499,51.96,550.96,1,21.0
BIL01292,CUS0015,2023-01-02,199,15.42,214.42,0,
BIL01293,CUS0420,2023-05-14,0,13.04,13.04,1,20.0
BIL01294,CUS0405,2023-09-03,199,89.73,288.73,1,16.0
BIL01295,CUS0020,2023-10-28,799,42.16,841.16,1,11.0
BIL01296,CUS0313,2023-01-03,499,18.55,517.55,1,16.0
BIL01297,CUS0343,2023-09-14,499,28.6,527.6,1,21.0
BIL01298,CUS0305,2023-02-13,499,25.61,524.61,1,19.0
BIL01299,CUS0488,2023-09-07,499,9.74,508.74,0,
BIL01300,CUS0257,2023-06-11,799,28.78,827.78,1,4.0
BIL01301,CUS0286,2023-08-19,799,66.07,865.07,1,10.0
BIL01302,CUS0432,2023-04-26,50,11.76,61.76,1,19.0
BIL01303,CUS0214,2023-10-05,799,12.72,811.72,0,
BIL01304,CUS0009,2023-09-14,799,73.85,872.85,1,8.0
BIL01305,CUS0212,2023-04-29,799,41.33,840.33,1,10.0
BIL01306,CUS0342,2023-02-19,499,45.07,544.07,1,7.0
BIL01307,CUS0042,2023-02-16,50,59.88,109.88,0,
BIL01308,CUS0322,2023-01-16,199,35.04,234.04,1,28.0
BIL01309,CUS0226,2023-06-18,0,65.16,65.16,1,9.0
BIL01310,CUS0064,2023-06-29,199,19.32,218.32,1,20.0
BIL01311,CUS0069,2023-06-08,799,99.8,898.8,1,26.0
BIL01312,CUS0452,2023-12-30,50,7.42,57.42,1,28.0
BIL01313,CUS0397,2023-04-30,50,25.91,75.91,1,25.0
BIL01314,CUS0273,2023-12-07,0,28.18,28.18,1,26.0
BIL01315,CUS0323,2023-05-08,50,49.99,99.99,1,5.0
BIL01316,CUS0390,2023-07-12,499,66.52,565.52,1,18.0
BIL01317,CUS0431,2023-12-05,799,17.78,816.78,1,11.0
BIL01318,CUS0303,2023-02-12,499,121.17,620.17,1,10.0
BIL01319,CUS0060,2023-06-11,499,22.8,521.8,1,10.0
BIL01320,CUS0312,2023-06-09,199,32.23,231.23,1,20.0
BIL01321,CUS0169,2023-10-23,499,47.26,546.26,1,6.0
BIL01322,CUS0381,2023-02-02,799,80.71,879.71,1,11.0
BIL01323,CUS0401,2023-10-02,0,46.56,46.56,0,
BIL01324,CUS0477,2023-05-30,799,33.81,832.81,1,1.0
BIL01325,CUS0167,2023-03-01,0,71.41,71.41,1,27.0
BIL01326,CUS0091,2023-10-22,50,34.64,84.64,0,
BIL01327,CUS0141,2023-08-16,499,24.79,523.79,1,10.0
BIL01328,CUS0459,2023-12-31,0,25.77,25.77,1,22.0
BIL01329,CUS0245,2023-07-30,50,6.84,56.84,1,5.0
BIL01330,CUS0278,2023-08-07,199,21.76,220.76,1,28.0
BIL01331,CUS0195,2023-08-14,50,97.42,147.42,1,5.0
BIL01332,CUS0320,2023-02-17,50,76.85,126.85,1,1.0
BIL01333,CUS0455,2023-01-03,499,28.66,527.66,0,
BIL01334,CUS0176,2023-10-30,799,45.82,844.82,1,24.0
BIL01335,CUS0458,2023-10-11,0,0.3,0.3,1,11.0
BIL01336,CUS0447,2023-06-13,499,101.57,600.57,1,13.0
BIL01337,CUS0107,2023-06-20,799,93.37,892.37,1,3.0
BIL01338,CUS0440,2023-07-05,499,46.1,545.1,1,15.0
BIL01339,CUS0453,2023-01-28,199,8.79,207.79,1,30.0
BIL01340,CUS0209,2023-12-24,50,18.59,68.59,1,17.0
BIL01341,CUS0349,2023-10-31,799,21.2,820.2,0,
BIL01342,CUS0106,2023-08-15,0,77.69,77.69,1,24.0
BIL01343,CUS0099,2023-12-01,199,11.2,210.2,1,5.0
BIL01344,CUS0081,2023-12-04,50,11.0,61.0,1,3.0
BIL01345,CUS0358,2023-10-22,199,25.74,224.74,1,8.0
BIL01346,CUS0240,2023-11-07,499,43.14,542.14,1,1.0
BIL01347,CUS0039,2023-06-10,799,25.78,824.78,1,6.0
BIL01348,CUS0436,2023-06-24,0,62.55,62.55,1,12.0
BIL01349,CUS0302,2023-11-19,0,23.94,23.94,1,13.0
BIL01350,CUS0415,2023-06-23,50,0.45,50.45,1,20.0
BIL01351,CUS0117,2023-12-11,799,48.77,847.77,1,13.0
BIL01352,CUS0323,2023-05-10,50,17.28,67.28,1,1.0
BIL01353,CUS0398,2023-08-31,199,81.18,280.18,1,4.0
BIL01354,CUS0206,2023-02-11,50,36.61,86.61,1,13.0
BIL01355,CUS0011,2023-03-24,199,29.17,228.17,1,28.0
BIL01356,CUS0361,2023-01-16,799,50.06,849.06,1,3.0
BIL01357,CUS0236,2023-03-29,50,43.08,93.08,1,25.0
BIL01358,CUS0377,2023-02-06,0,61.56,61.56,1,29.0
BIL01359,CUS0342,2023-04-07,499,101.27,600.27,1,19.0
BIL01360,CUS0098,2023-05-26,799,115.91,914.91,1,28.0
BIL01361,CUS0478,2023-08-31,499,17.97,516.97,1,10.0
BIL01362,CUS0227,2023-08-30,799,35.23,834.23,1,12.0
BIL01363,CUS0293,2023-08-15,799,19.0,818.0,1,21.0
BIL01364,CUS0235,2023-01-03,199,32.31,231.31,1,14.0
BIL01365,CUS0102,2023-07-25,799,34.95,833.95,0,
BIL01366,CUS0143,2023-09-30,499,43.71,542.71,1,5.0
BIL01367,CUS0088,2023-07-28,0,61.58,61.58,1,22.0
BIL01368,CUS0350,2023-01-01,50,53.82,103.82,1,1.0
BIL01369,CUS0234,2023-03-23,0,10.43,10.43,1,12.0
BIL01370,CUS0335,2023-07-15,199,15.75,214.75,1,22.0
BIL01371,CUS0493,2023-02-18,199,2.36,201.36,1,21.0
BIL01372,CUS0147,2023-09-03,0,103.21,103.21,1,13.0
BIL01373,CUS0124,2023-04-03,50,56.6,106.6,1,24.0
BIL01374,CUS0420,2023-11-17,0,25.03,25.03,1,2.0
BIL01375,CUS0334,2023-11-03,499,40.79,539.79,0,
BIL01376,CUS0456,2023-08-21,799,23.64,822.64,1,7.0
BIL01377,CUS0487,2023-07-03,799,36.76,835.76,1,25.0
BIL01378,CUS0402,2023-11-05,799,46.52,845.52,1,13.0
BIL01379,CUS0158,2023-02-13,199,34.22,233.22,0,
BIL01380,CUS0202,2023-01-29,50,81.35,131.35,1,24.0
BIL01381,CUS0248,2023-09-23,0,44.44,44.44,1,5.0
BIL01382,CUS0036,2023-07-02,0,18.68,18.68,1,11.0
BIL01383,CUS0326,2023-02-07,799,4.22,803.22,1,3.0
BIL01384,CUS0356,2023-08-28,499,33.84,532.84,1,18.0
BIL01385,CUS0361,2023-07-22,799,89.46,888.46,1,8.0
BIL01386,CUS0127,2023-12-26,499,33.0,532.0,0,
BIL01387,CUS0334,2023-04-24,499,8.06,507.06,1,18.0
BIL01388,CUS0228,2023-03-07,50,9.3,59.3,1,5.0
BIL01389,CUS0245,2023-03-31,50,77.93,127.93,1,17.0
BIL01390,CUS0113,2023-01-05,199,13.58,212.58,1,22.0
BIL01391,CUS0301,2023-10-31,499,93.44,592.44,1,16.0
BIL01392,CUS0484,2023-05-22,199,30.79,229.79,1,10.0
BIL01393,CUS0099,2023-01-23,199,37.11,236.11,1,8.0
BIL01394,CUS0189,2023-03-06,0,28.58,28.58,1,1.0
BIL01395,CUS0493,2023-08-01,199,21.8,220.8,1,22.0
BIL01396,CUS0243,2023-04-03,499,64.83,563.83,1,25.0
BIL01397,CUS0484,2023-10-27,199,9.29,208.29,1,27.0
BIL01398,CUS0284,2023-01-12,499,34.54,533.54,1,19.0
BIL01399,CUS0291,2023-11-03,0,29.76,29.76,1,8.0
BIL01400,CUS0288,2023-12-13,799,46.59,845.59,1,8.0
BIL01401,CUS0068,2023-05-13,0,4.93,4.93,1,24.0
BIL01402,CUS0440,2023-10-02,499,51.6,550.6,1,9.0
BIL01403,CUS0090,2023-11-10,499,7.58,506.58,1,14.0
BIL01404,CUS0251,2023-01-12,50,50.85,100.85,1,11.0
BIL01405,CUS0300,2023-07-02,0,64.35,64.35,1,7.0
BIL01406,CUS0284,2023-12-05,499,70.44,569.44,0,
BIL01407,CUS0464,2023-11-01,199,53.61,252.61,1,11.0
BIL01408,CUS0241,2023-07-17,799,32.58,831.58,1,18.0
BIL01409,CUS0474,2023-04-14,50,11.52,61.52,0,
BIL01410,CUS0181,2023-01-31,799,10.31,809.31,1,17.0
BIL01411,CUS0053,2023-10-04,799,48.93,847.93,1,23.0
BIL01412,CUS0343,2023-07-10,499,9.33,508.33,1,15.0
BIL01413,CUS0108,2023-08-12,0,64.66,64.66,0,
BIL01414,CUS0492,2023-09-11,0,7.87,7.87,1,4.0
BIL01415,CUS0167,2023-07-29,0,3.99,3.99,1,19.0
BIL01416,CUS0405,2023-07-21,199,78.9,277.9,1,22.0
BIL01417,CUS0486,2023-12-19,199,4.96,203.96,1,6.0
BIL01418,CUS0171,2023-03-04,199,5.24,204.24,1,25.0
BIL01419,CUS0312,2023-12-28,199,86.25,285.25,1,30.0
BIL01420,CUS0381,2023-10-11,799,99.69,898.69,0,
BIL01421,CUS0432,2023-04-05,50,7.82,57.82,1,10.0
BIL01422,CUS0161,2023-03-28,799,3.02,802.02,0,
BIL01423,CUS0439,2023-08-31,199,20.99,219.99,1,23.0
BIL01424,CUS0302,2023-04-02,0,33.92,33.92,0,
BIL01425,CUS0019,2023-05-30,0,19.7,19.7,0,
BIL01426,CUS0057,2023-06-24,199,46.16,245.16,0,
BIL01427,CUS0096,2023-10-26,199,82.37,281.37,1,11.0
BIL01428,CUS0306,2023-10-25,0,36.0,36.0,1,5.0
BIL01429,CUS0068,2023-12-24,0,4.56,4.56,1,6.0
BIL01430,CUS0442,2023-06-08,50,20.23,70.23,1,21.0
BIL01431,CUS0161,2023-08-19,799,9.51,808.51,1,22.0
BIL01432,CUS0030,2023-07-22,499,33.12,532.12,1,22.0
BIL01433,CUS0211,2023-12-15,799,57.96,856.96,0,
BIL01434,CUS0278,2023-06-23,199,83.54,282.54,0,
BIL01435,CUS0080,2023-12-05,199,7.91,206.91,0,
BIL01436,CUS0117,2023-10-20,799,16.75,815.75,1,20.0
BIL01437,CUS0182,2023-06-14,50,2.33,52.33,1,21.0
BIL01438,CUS0462,2023-03-12,199,34.81,233.81,1,9.0
BIL01439,CUS0485,2023-05-20,0,13.21,13.21,1,23.0
BIL01440,CUS0151,2023-06-29,499,11.49,510.49,0,
BIL01441,CUS0165,2023-10-15,0,109.84,109.84,1,20.0
BIL01442,CUS0073,2023-09-29,799,80.02,879.02,1,9.0
BIL01443,CUS0177,2023-12-22,799,53.82,852.82,1,13.0
BIL01444,CUS0390,2023-02-25,499,41.02,540.02,1,21.0
BIL01445,CUS0193,2023-08-18,799,77.24,876.24,1,27.0
BIL01446,CUS0341,2023-08-26,199,9.89,208.89,0,
BIL01447,CUS0040,2023-04-05,0,29.66,29.66,1,23.0
BIL01448,CUS0499,2023-02-27,499,6.93,505.93,1,13.0
BIL01449,CUS0147,2023-02-24,0,30.11,30.11,1,9.0
BIL01450,CUS0369,2023-09-24,499,5.52,504.52,1,7.0
BIL01451,CUS0063,2023-11-07,0,69.79,69.79,1,10.0
BIL01452,CUS0202,2023-01-20,50,7.02,57.02,1,19.0
BIL01453,CUS0280,2023-06-07,499,84.95,583.95,1,25.0
BIL01454,CUS0394,2023-08-30,799,22.12,821.12,1,28.0
BIL01455,CUS0279,2023-07-06,0,8.77,8.77,1,23.0
BIL01456,CUS0293,2023-08-24,799,49.6,848.6,1,6.0
BIL01457,CUS0054,2023-10-24,799,34.58,833.58,1,12.0
BIL01458,CUS0058,2023-10-19,0,64.18,64.18,1,6.0
BIL01459,CUS0252,2023-12-15,499,12.28,511.28,1,1.0
BIL01460,CUS0114,2023-06-03,799,18.96,817.96,1,26.0
BIL01461,CUS0401,2023-05-12,0,19.75,19.75,1,22.0
BIL01462,CUS0149,2023-08-02,199,49.51,248.51,1,24.0
BIL01463,CUS0148,2023-03-04,199,40.06,239.06,1,5.0
BIL01464,CUS0009,2023-10-31,799,31.47,830.47,1,29.0
BIL01465,CUS0221,2023-01-07,799,7.8,806.8,1,12.0
BIL01466,CUS0217,2023-01-01,0,7.34,7.34,1,3.0
BIL01467,CUS0245,2023-06-13,50,91.51,141.51,1,20.0
BIL01468,CUS0255,2023-03-19,199,55.82,254.82,1,7.0
BIL01469,CUS0477,2023-02-09,799,2.92,801.92,1,2.0
BIL01470,CUS0002,2023-09-21,199,53.29,252.29,1,30.0
BIL01471,CUS0101,2023-05-23,0,37.8,37.8,1,17.0
BIL01472,CUS0405,2023-10-12,199,44.83,243.83,1,27.0
BIL01473,CUS0153,2023-03-28,199,7.32,206.32,1,2.0
BIL01474,CUS0394,2023-08-17,799,17.41,816.41,1,25.0
BIL01475,CUS0198,2023-06-17,799,6.78,805.78,1,30.0
BIL01476,CUS0343,2023-11-23,499,90.84,589.84,1,26.0
BIL01477,CUS0121,2023-09-29,50,65.39,115.39,1,23.0
BIL01478,CUS0486,2023-10-29,199,40.19,239.19,1,17.0
BIL01479,CUS0069,2023-02-23,799,22.24,821.24,0,
BIL01480,CUS0247,2023-10-06,199,36.34,235.34,1,1.0
BIL01481,CUS0073,2023-05-24,799,24.52,823.52,1,20.0
BIL01482,CUS0213,2023-07-21,0,43.03,43.03,1,19.0
BIL01483,CUS0357,2023-11-26,199,13.23,212.23,1,1.0
BIL01484,CUS0069,2023-01-01,799,8.63,807.63,1,2.0
BIL01485,CUS0315,2023-08-26,799,67.79,866.79,1,19.0
BIL01486,CUS0487,2023-12-28,799,27.63,826.63,1,27.0
BIL01487,CUS0150,2023-08-12,0,44.24,44.24,0,
BIL01488,CUS0158,2023-05-27,199,76.41,275.41,1,7.0
BIL01489,CUS0407,2023-06-30,50,15.12,65.12,1,25.0
BIL01490,CUS0176,2023-08-02,799,3.34,802.34,1,19.0
BIL01491,CUS0275,2023-01-06,50,67.15,117.15,1,29.0
BIL01492,CUS0440,2023-08-17,499,28.46,527.46,0,
BIL01493,CUS0009,2023-03-11,799,35.8,834.8,1,8.0
BIL01494,CUS0096,2023-01-05,199,45.04,244.04,1,10.0
BIL01495,CUS0421,2023-01-31,199,63.06,262.06,1,21.0
BIL01496,CUS0255,2023-02-25,199,7.67,206.67,1,12.0
BIL01497,CUS0481,2023-02-02,799,19.65,818.65,1,10.0
BIL01498,CUS0345,2023-06-09,50,32.01,82.01,1,4.0
BIL01499,CUS0239,2023-03-22,199,38.51,237.51,0,
BIL01500,CUS0215,2023-11-26,499,9.43,508.43,1,24.0
BIL01501,CUS0400,2023-07-17,499,62.93,561.93,0,
BIL01502,CUS0021,2023-07-19,50,12.15,62.15,1,3.0
BIL01503,CUS0301,2023-03-23,499,28.58,527.58,1,22.0
BIL01504,CUS0121,2023-10-17,50,10.86,60.86,1,8.0
BIL01505,CUS0293,2023-10-24,799,3.74,802.74,0,
BIL01506,CUS0162,2023-09-22,499,66.17,565.17,1,18.0
BIL01507,CUS0128,2023-05-21,50,44.28,94.28,1,11.0
BIL01508,CUS0107,2023-10-07,799,24.97,823.97,1,3.0
BIL01509,CUS0136,2023-09-24,50,39.1,89.1,1,19.0
BIL01510,CUS0205,2023-11-09,199,33.7,232.7,1,21.0
BIL01511,CUS0371,2023-03-23,799,70.49,869.49,1,19.0
BIL01512,CUS0173,2023-02-27,50,3.95,53.95,1,23.0
BIL01513,CUS0449,2023-02-24,799,23.58,822.58,1,1.0
BIL01514,CUS0037,2023-06-28,199,54.2,253.2,1,8.0
BIL01515,CUS0152,2023-10-28,199,30.67,229.67,1,27.0
BIL01516,CUS0271,2023-04-07,199,36.15,235.15,1,18.0
BIL01517,CUS0472,2023-09-20,499,89.61,588.61,1,18.0
BIL01518,CUS0282,2023-11-21,499,33.87,532.87,1,30.0
BIL01519,CUS0427,2023-09-30,50,19.8,69.8,1,5.0
BIL01520,CUS0355,2023-11-25,799,78.17,877.17,0,
BIL01521,CUS0350,2023-03-04,50,0.35,50.35,1,6.0
BIL01522,CUS0020,2023-12-13,799,11.94,810.94,1,5.0
BIL01523,CUS0389,2023-02-06,50,39.84,89.84,1,11.0
BIL01524,CUS0014,2023-08-07,199,12.37,211.37,1,25.0
BIL01525,CUS0095,2023-10-01,799,9.29,808.29,1,23.0
BIL01526,CUS0473,2023-01-31,50,36.31,86.31,1,6.0
BIL01527,CUS0496,2023-06-03,199,17.61,216.61,0,
BIL01528,CUS0490,2023-12-12,499,29.5,528.5,1,4.0
BIL01529,CUS0413,2023-07-18,0,53.96,53.96,1,12.0
BIL01530,CUS0256,2023-06-01,50,30.7,80.7,1,22.0
BIL01531,CUS0267,2023-06-20,499,36.01,535.01,1,19.0
BIL01532,CUS0225,2023-09-27,0,60.34,60.34,1,11.0
BIL01533,CUS0450,2023-08-24,499,45.5,544.5,1,24.0
BIL01534,CUS0002,2023-07-09,199,36.98,235.98,1,24.0
BIL01535,CUS0049,2023-08-02,50,44.91,94.91,1,1.0
BIL01536,CUS0207,2023-07-10,50,3.45,53.45,1,20.0
BIL01537,CUS0478,2023-02-03,499,41.48,540.48,1,22.0
BIL01538,CUS0028,2023-05-18,799,27.76,826.76,1,30.0
BIL01539,CUS0002,2023-12-16,199,0.37,199.37,1,28.0
BIL01540,CUS0071,2023-10-28,799,41.99,840.99,1,3.0
BIL01541,CUS0201,2023-10-31,799,34.15,833.15,1,3.0
BIL01542,CUS0052,2023-05-05,0,58.93,58.93,1,13.0
BIL01543,CUS0077,2023-06-14,199,47.96,246.96,1,22.0
BIL01544,CUS0375,2023-04-28,799,10.37,809.37,1,23.0
BIL01545,CUS0270,2023-02-19,199,15.69,214.69,0,
BIL01546,CUS0353,2023-06-13,199,61.69,260.69,1,21.0
BIL01547,CUS0223,2023-12-23,799,94.9,893.9,1,16.0
BIL01548,CUS0017,2023-10-28,0,34.56,34.56,1,16.0
BIL01549,CUS0084,2023-04-02,50,2.23,52.23,1,7.0
BIL01550,CUS0119,2023-06-27,499,65.71,564.71,1,21.0
BIL01551,CUS0222,2023-09-03,499,31.06,530.06,1,30.0
BIL01552,CUS0386,2023-01-26,0,84.9,84.9,1,27.0
BIL01553,CUS0046,2023-03-21,199,21.64,220.64,1,6.0
BIL01554,CUS0292,2023-10-14,799,37.8,836.8,1,17.0
BIL01555,CUS0278,2023-09-09,199,77.24,276.24,0,
BIL01556,CUS0369,2023-04-07,499,34.58,533.58,1,3.0
BIL01557,CUS0040,2023-09-23,0,8.66,8.66,1,12.0
BIL01558,CUS0471,2023-09-05,799,57.34,856.34,1,8.0
BIL01559,CUS0362,2023-11-03,0,36.62,36.62,1,1.0
BIL01560,CUS0176,2023-08-06,799,25.48,824.48,1,1.0
BIL01561,CUS0337,2023-12-29,499,25.37,524.37,1,29.0
BIL01562,CUS0114,2023-10-08,799,12.44,811.44,1,23.0
BIL01563,CUS0118,2023-08-27,0,48.35,48.35,1,14.0
BIL01564,CUS0432,2023-03-04,50,19.28,69.28,0,
BIL01565,CUS0468,2023-03-21,199,34.79,233.79,1,24.0
BIL01566,CUS0093,2023-04-24,0,2.29,2.29,1,26.0
BIL01567,CUS0423,2023-04-14,199,33.25,232.25,1,29.0
BIL01568,CUS0302,2023-08-05,0,30.77,30.77,1,16.0
BIL01569,CUS0153,2023-01-09,199,11.62,210.62,1,27.0
BIL01570,CUS0204,2023-06-14,199,23.89,222.89,1,19.0
BIL01571,CUS0441,2023-10-31,50,72.29,122.29,1,27.0
BIL01572,CUS0318,2023-05-15,799,28.04,827.04,0,
BIL01573,CUS0256,2023-02-16,50,20.64,70.64,1,25.0
BIL01574,CUS0349,2023-10-18,799,23.1,822.1,1,23.0
BIL01575,CUS0389,2023-08-25,50,56.2,106.2,1,14.0
BIL01576,CUS0275,2023-12-24,50,4.94,54.94,0,
BIL01577,CUS0487,2023-04-21,799,57.2,856.2,0,
BIL01578,CUS0334,2023-08-06,499,47.07,546.07,1,4.0
BIL01579,CUS0286,2023-03-07,799,22.57,821.57,1,3.0
BIL01580,CUS0077,2023-11-10,199,11.22,210.22,1,26.0
BIL01581,CUS0391,2023-07-20,799,22.61,821.61,1,15.0
BIL01582,CUS0361,2023-04-04,799,21.17,820.17,1,2.0
BIL01583,CUS0291,2023-07-29,0,60.77,60.77,1,7.0
BIL01584,CUS0159,2023-07-31,50,38.27,88.27,1,21.0
BIL01585,CUS0437,2023-02-20,499,59.51,558.51,1,25.0
BIL01586,CUS0452,2023-01-13,50,0.68,50.68,1,16.0
BIL01587,CUS0447,2023-02-07,499,6.24,505.24,0,
BIL01588,CUS0398,2023-05-02,199,33.84,232.84,1,3.0
BIL01589,CUS0022,2023-11-23,499,16.31,515.31,1,6.0
BIL01590,CUS0190,2023-03-09,799,24.63,823.63,1,19.0
BIL01591,CUS0031,2023-11-20,199,4.43,203.43,0,
BIL01592,CUS0256,2023-02-07,50,15.64,65.64,1,18.0
BIL01593,CUS0001,2023-08-21,199,91.06,290.06,1,16.0
BIL01594,CUS0147,2023-06-02,0,45.56,45.56,1,10.0
BIL01595,CUS0349,2023-03-19,799,27.34,826.34,0,
BIL01596,CUS0482,2023-03-02,499,58.42,557.42,1,18.0
BIL01597,CUS0145,2023-01-20,799,90.61,889.61,1,7.0
BIL01598,CUS0195,2023-08-23,50,8.14,58.14,1,23.0
BIL01599,CUS0355,2023-09-03,799,13.11,812.11,1,23.0
BIL01600,CUS0053,2023-05-29,799,41.9,840.9,1,26.0
BIL01601,CUS0404,2023-08-26,799,59.64,858.64,1,14.0
BIL01602,CUS0183,2023-03-15,199,24.02,223.02,0,
BIL01603,CUS0233,2023-12-13,0,39.48,39.48,1,18.0
BIL01604,CUS0438,2023-05-31,50,84.33,134.33,1,24.0
BIL01605,CUS0017,2023-03-30,0,66.98,66.98,1,1.0
BIL01606,CUS0091,2023-03-01,50,19.76,69.76,1,26.0
BIL01607,CUS0097,2023-10-15,199,12.1,211.1,1,3.0
BIL01608,CUS0292,2023-01-01,799,26.91,825.91,1,11.0
